num_fila,wall_time-s,user_time-s,sys_time-s,cpu_total-s,percent_cpu,mem_rss-kb
6,0.000456,0.000000,0.000378,0.000378,82.9,1952
3,0.000350,0.000000,0.000245,0.000245,70.0,1952
3,0.000336,0.000000,0.000237,0.000237,70.6,1952
2,0.000257,0.000000,0.000161,0.000161,62.7,1952
6,0.000469,0.000000,0.000403,0.000403,86.0,1952
6,0.000492,0.000000,0.000429,0.000429,87.3,1952
4,0.000356,0.000000,0.000282,0.000282,79.3,1952
3,0.000356,0.000000,0.000221,0.000221,62.0,1952
2,0.000245,0.000000,0.000139,0.000139,56.7,1952
4,0.000383,0.000000,0.000308,0.000308,80.5,1952
2,0.000226,0.000000,0.000142,0.000142,62.9,1952
3,0.000295,0.000000,0.000206,0.000206,69.8,1952
2,0.000248,0.000000,0.000143,0.000143,57.6,1952
3,0.000309,0.000000,0.000219,0.000219,70.9,1952
2,0.000293,0.000000,0.000212,0.000212,72.5,1952
6,0.000458,0.000000,0.000397,0.000397,86.7,1952
2,0.000223,0.000000,0.000139,0.000139,62.2,1952
2,0.000250,0.000000,0.000140,0.000140,56.0,1952
2,0.000249,0.000000,0.000149,0.000149,59.9,1952
4,0.000571,0.000000,0.000296,0.000296,51.8,1952
6,0.000622,0.000000,0.000561,0.000561,90.2,1952
3,0.000380,0.000000,0.000303,0.000303,79.8,1952
3,0.000320,0.000000,0.000231,0.000231,72.1,1952
4,0.000418,0.000000,0.000351,0.000351,84.0,1952
5,0.000772,0.000000,0.000758,0.000758,98.1,1952
5,0.000547,0.000000,0.000492,0.000492,90.0,1952
3,0.000436,0.000000,0.000361,0.000361,82.8,1952
5,0.000657,0.000000,0.000581,0.000581,88.5,1952
6,0.000947,0.000000,0.000669,0.000669,70.6,1952
2,0.000252,0.000000,0.000173,0.000173,68.7,1952
6,0.000523,0.000000,0.000469,0.000469,89.7,1952
6,0.000431,0.000000,0.000447,0.000447,103.8,1952
6,0.000476,0.000000,0.000421,0.000421,88.5,1952
3,0.000296,0.000000,0.000209,0.000209,70.7,1952
2,0.000239,0.000000,0.000145,0.000145,60.7,1952
5,0.000428,0.000000,0.000364,0.000364,85.0,1952
5,0.000450,0.000000,0.000373,0.000373,82.9,1952
4,0.000373,0.000000,0.000298,0.000298,79.9,1952
3,0.000315,0.000000,0.000210,0.000210,66.6,1952
3,0.000341,0.000000,0.000261,0.000261,76.6,1952
3,0.000310,0.000000,0.000220,0.000220,71.0,1952
2,0.000277,0.000000,0.000163,0.000163,58.9,1952
3,0.000300,0.000000,0.000210,0.000210,69.9,1952
5,0.000433,0.000000,0.000361,0.000361,83.4,1952
3,0.000366,0.000000,0.000220,0.000220,60.1,1952
3,0.000336,0.000000,0.000277,0.000277,82.3,1952
6,0.000455,0.000000,0.000415,0.000415,91.3,1952
4,0.000351,0.000000,0.000277,0.000277,78.9,1952
5,0.000513,0.000000,0.000442,0.000442,86.2,1952
3,0.000356,0.000000,0.000282,0.000282,79.3,1952
5,0.000402,0.000000,0.000334,0.000334,83.1,1952
2,0.000247,0.000000,0.000134,0.000134,54.2,1952
4,0.000335,0.000000,0.000262,0.000262,78.1,1952
2,0.000227,0.000000,0.000147,0.000147,64.9,1952
3,0.000298,0.000000,0.000225,0.000225,75.4,1952
2,0.000249,0.000000,0.000141,0.000141,56.5,1952
2,0.000247,0.000000,0.000148,0.000148,59.9,1952
